App_ID,App_Usage,Time_period_Start_time,Time_period_End_Time,Duration_Usage_Period_Hours,Percentage_Use,Date_Time,Background_Traffic,Internet_Traffic,Cache_Size,App_Data_Size,Date_Time_Foreign_ID
8ca1681b-0165-483c-97a7-ba259ee68e56,5,2017-11-14 05:56:35,2017-11-14 18:56:35,13.0,16,2017-11-14 05:56:35,3116,2875,91,320,aef887ae4a8035c26f9c831a1b02682a43eb4ce810743968bb6f52494430561a
c37462f0-19b0-4579-b4d0-93b906317ad6,89,2016-04-25 13:22:05,2016-04-25 14:22:05,1.0,52,2016-04-25 13:22:05,1399,5248,87,956,087f5b804039d8926da6106d780ab5e02fbb3e41e73251a4e2e095b86052c950
7e58749c-d959-4b5c-b1e8-dee54d0ef9a0,22,2019-12-15 16:51:55,2019-12-16 13:51:55,21.0,2,2019-12-15 16:51:55,4233,3256,88,295,313b26611cf66a5670c57b7ae4cba59bb7aa4b72c49f06a76d285441029819e1
f04c2a9e-e3fa-4e24-bbec-c810fb0df3a9,64,2022-09-06 02:10:30,2022-09-06 17:10:30,15.0,75,2022-09-06 02:10:30,4160,8834,356,1422,dcabff90cf3c65b6c5cd33c318b6f54ab3d4b8eac94f1ec677d3234594a54118
78defe55-67df-44bc-98ba-48572002d4ba,99,2022-05-17 04:03:41,2022-05-17 06:03:41,2.0,26,2022-05-17 04:03:41,2877,6692,65,1514,bc0f29e929a801addfc52fb6d515bbd88dbdb5cb1a21715be58f8278d83a2e4a
60685d2a-9a6e-4fa8-b398-de6b2eb11d75,36,2016-01-18 10:02:51,2016-01-19 08:02:51,22.0,58,2016-01-18 10:02:51,2725,2066,149,1271,e7a8e8f6459812cca83b3e66db4908fdbcd8a4296517656bb48e871dcc702812
8554d8e0-fa0a-4c4a-9050-d99452d5a984,54,2015-10-30 22:03:12,2015-10-31 09:03:12,11.0,10,2015-10-30 22:03:12,4160,5251,455,482,a98ea4c66b6273d05231c5440bd8e57d1f4ff8d9ff97b69324cd7fcac2b6c50f
f7fbdfd1-860c-413d-8d8a-a1b433c1a5a6,5,2023-05-21 21:20:50,2023-05-21 23:20:50,2.0,73,2023-05-21 21:20:50,117,7804,185,1521,4d2c5a17e7b0dd51ea180389cc231ad934a01ea5496798c34b07df3afec8b618
08ce04a6-7412-485f-af47-0d2743c3e806,4,2024-12-03 15:54:23,2024-12-04 06:54:23,15.0,42,2024-12-03 15:54:23,1315,3649,20,214,528dde763119ec402e53928159723630b57f4893a51875a7c4c73974e89ea7bc
95312b16-57f8-4a1f-8d48-488dd0429e96,97,2024-03-26 02:08:55,2024-03-26 22:08:55,20.0,78,2024-03-26 02:08:55,1444,9569,244,1032,963e3900e04ace72788e2424eec3fb785f0409016cdc3ab2f3ee31ef90303957
9e6eca75-edc1-4ab0-b813-4469aead839a,72,2023-08-17 22:40:26,2023-08-18 00:40:26,2.0,5,2023-08-17 22:40:26,3905,7371,270,1447,8cf1a399f095a84e800d92ab6e36c2253eb6df9eda55c10c8a56c6f09a51be9a
22b087c6-185a-4abf-971d-d074707d1187,12,2022-03-20 14:50:38,2022-03-21 10:50:38,20.0,3,2022-03-20 14:50:38,1481,4432,432,1590,8984fee21cc59d21e09581de70325cf1a99342bceb2d4cf361f02d31ef1fce42
b1123f30-ee03-4d1d-bcd4-c175fe29064a,81,2016-02-20 20:32:45,2016-02-20 21:32:45,1.0,85,2016-02-20 20:32:45,2597,7067,403,1171,32f6eb954358b90a3ae95bdcbdd673d52253d6be4c570628e254001bb30ceec8
b81ff9f0-6d98-4eb2-9937-c40cf9da6a30,29,2015-07-22 00:23:08,2015-07-22 14:23:08,14.0,90,2015-07-22 00:23:08,4672,5219,80,1351,df6184cc927bc6240b5bd42e2050bb48e72c4daca60298bea74bddf6a99167bb
23082e5d-ce36-44ba-82ee-176c1bd6b2c7,67,2017-12-10 02:24:06,2017-12-11 02:24:06,24.0,90,2017-12-10 02:24:06,4833,5446,122,1656,8642e79f3070c65e87f571bb855e579a3ac02752892feab4cf1f3351c53a1a07
4a953ce5-6a72-4a6d-89ca-c26a16b00c0f,92,2024-05-21 06:32:49,2024-05-21 19:32:49,13.0,73,2024-05-21 06:32:49,3274,5726,412,1158,f54dddaa8a0136d2a4ae1318139289b94d471db0f0bf609b3d48d33b2be5a709
83bf9c5b-b471-40cd-a206-80b85ec8bd5b,11,2017-06-21 08:48:18,2017-06-21 12:48:18,4.0,67,2017-06-21 08:48:18,3816,1814,260,1343,984e53fea85207f76499528e31cf8e086973a262ae4588288fe075fa0d45a9b9
c5eafaa5-70cc-459f-b408-8fe12382f65d,44,2022-02-14 02:11:10,2022-02-14 15:11:10,13.0,86,2022-02-14 02:11:10,1963,7619,170,442,5319067059564eebe6b6b264238316faf066f52913f27ed5a91266dc8b66ff70
2e00d874-2c58-4c18-922b-2acebe59d115,29,2021-04-27 04:48:06,2021-04-27 20:48:06,16.0,52,2021-04-27 04:48:06,737,3436,320,1060,2e0fed20a2510e8470dd9d312e78123fd0347d4bffafe6ff7c100fa7394ade69
1c1f9948-62df-4849-925e-6797960128f0,39,2015-08-19 01:01:45,2015-08-19 19:01:45,18.0,52,2015-08-19 01:01:45,4611,1369,162,1547,f4249ed0310d2b421dd62cc0efbec68c8e70d3392e0f17be4eeb75ec685bb4b6
fb67d765-0159-43da-bdf3-a39972f40952,98,2015-10-08 02:49:38,2015-10-08 08:49:38,6.0,56,2015-10-08 02:49:38,1863,3369,377,1355,19cb61332d2cf60e95dd7d097a9b51c466c8b4044bff66ceb683957dfba20936
9d0c8633-11a9-4f65-b193-7d841592f602,59,2022-12-31 20:32:51,2023-01-01 08:32:51,12.0,20,2022-12-31 20:32:51,4398,6334,361,1077,22a8f18c9aa5113f375a7ecbd8195ae48892db33a2d7e8c1bdf6dc9a3b0b017b
41676b00-3738-4b75-9d30-4ab53c231c2c,89,2019-10-30 20:11:46,2019-10-31 20:11:46,24.0,95,2019-10-30 20:11:46,3232,9816,162,1051,c64d264057786320a48e319d314305191fe8909de0d7e8b926a065f701e10de8
f16fb59c-d818-4b19-8716-b862a193b063,96,2021-06-21 19:45:58,2021-06-22 06:45:58,11.0,7,2021-06-21 19:45:58,3198,6972,359,1860,8e5a9ce9875de0aee454a3c3225f24a5c137980d11984f6134a54f848bdf07e4
d05579de-bf78-4c54-909d-f03971290b84,16,2019-05-25 01:44:49,2019-05-25 05:44:49,4.0,33,2019-05-25 01:44:49,2759,8271,325,361,e96d93f9ee4be4ea2f242e1667697a32116b90436a329da7fdf9750cac3ef85a
129784f9-f069-4d5e-a713-5bfe0b7a29f3,89,2017-03-30 22:06:26,2017-03-31 04:06:26,6.0,6,2017-03-30 22:06:26,3953,5799,365,506,eefb31bf54e38f98f737c84a7e0e7a30e0432aa8f1fe1b945a4e639806ca7589
8ea2a078-171f-4240-a010-cd1c38fecc80,61,2016-04-13 04:41:29,2016-04-13 11:41:29,7.0,8,2016-04-13 04:41:29,3859,2995,450,406,0461e15c09b7cd85573f28764d4d0c0805c6fea17d24454fb3bebb28e208ff7a
9eb78413-42fd-4c90-8784-fd6894196e1d,80,2018-06-27 20:10:32,2018-06-28 05:10:32,9.0,95,2018-06-27 20:10:32,4657,7194,209,1444,3f1058818606d9d2b94c9b97857677d22a2d4a4825145f26ccef196e446d6e38
64206d84-b534-4876-a797-c7717a90c99a,49,2023-06-28 10:32:34,2023-06-29 09:32:34,23.0,54,2023-06-28 10:32:34,2119,6851,239,358,0ed9c244029057e16a1bd5f9f9fd2f1420f76d9be094eb337d8436b5813107cd
4b54c2f2-e70a-4b8a-a8c2-d3d86d129cbb,64,2022-11-08 10:11:54,2022-11-08 23:11:54,13.0,30,2022-11-08 10:11:54,1633,9690,260,555,f5b450a6cfb9be4fad0d95bf03225ce875929603ab96348bc28a1d3af23b4f5f
85dff5ad-d7af-45c6-bd5e-3d3b556360c5,42,2020-03-28 02:15:37,2020-03-28 20:15:37,18.0,54,2020-03-28 02:15:37,1568,2000,377,938,3c76c1debef5538d6896de573bd54aafce508ac5dec6515c7eae9413ae75c58c
c699cd94-6369-46c0-8bd0-451b442d33f6,12,2015-02-11 03:50:55,2015-02-11 14:50:55,11.0,82,2015-02-11 03:50:55,3769,6016,409,1620,e4a792f3342e71b7b5153acf4193cc603d8a2f0ee5a2b8138a5ae7a41586519a
90138394-07af-4f2c-8448-ab81d8f118af,88,2018-01-01 08:25:15,2018-01-01 17:25:15,9.0,88,2018-01-01 08:25:15,1506,3478,493,575,e6c0db9b1e17de12acfe660330ff0254b6995e62fa12219e509ec930de72207d
6f16cb69-d79f-41e9-a357-8e22398f078d,38,2018-03-07 07:15:56,2018-03-08 05:15:56,22.0,58,2018-03-07 07:15:56,2555,6203,67,856,12fb838a917e1ab0bda7d0125f747418b65aa03cc320a486c7aed1721bbb5127
3e5bac9a-0539-4e6c-b7f7-961cd1a8b4de,21,2021-06-23 07:29:01,2021-06-24 02:29:01,19.0,26,2021-06-23 07:29:01,3694,3155,72,979,27d66723a325cb0f92a0624b1a77f55aeb576902e6e7796bb98b4e59ef46e577
6688aa43-97c0-4536-b412-0be57b318937,6,2019-10-07 21:29:41,2019-10-08 21:29:41,24.0,55,2019-10-07 21:29:41,1577,1900,354,1093,7549fd0834b1c9cb81d65ad0fd8536f128f0d0eb8a809d3c53a4d9df74017a6e
2a13ed75-2f7c-4136-96f2-20c02ddc9482,87,2021-01-05 21:47:43,2021-01-06 11:47:43,14.0,50,2021-01-05 21:47:43,2524,4494,150,1728,c0c997a8eac25dbd22d7316e722b501972a466ce490c10ed9fd0f6aac4ab8ca5
0c4a34bf-30f6-412b-9917-993e404311a7,69,2024-07-20 10:47:59,2024-07-20 15:47:59,5.0,13,2024-07-20 10:47:59,3969,9306,246,298,ce6ac0b4f634c8e3c00076c05ebd9c0a9a1770ab3fc281cc0ab0d81231202173
4a2f3e6a-178c-46ae-a9a8-338380b057bf,21,2017-06-16 09:35:58,2017-06-17 07:35:58,22.0,43,2017-06-16 09:35:58,3028,1312,190,1749,541d035ac86ea42bb9a5b09d75269e5acf42881c88a0c792ad457ef6fc7e3cf6
2bb6ad1f-1919-4d60-b5f6-2071bb5221da,28,2015-05-19 03:43:33,2015-05-19 09:43:33,6.0,66,2015-05-19 03:43:33,2568,7638,342,318,07b5df2cd1d52902ac3cc38db007f842c49746095592410f1bc5fd590449739c
f14ec11b-aa26-43f5-9bc5-cc303a4659ca,91,2019-10-30 11:40:08,2019-10-31 03:40:08,16.0,33,2019-10-30 11:40:08,4732,3240,251,165,695678a7c9581db7960da638a821a097771c29e4f88b51e5b4cc0579eeffa2c0
baef58fa-8c01-409f-b9a6-074654f045c3,99,2015-12-19 21:06:36,2015-12-20 11:06:36,14.0,77,2015-12-19 21:06:36,4461,3600,80,1712,fd531431ddd3c5444ebf6526111f8601ca5e16276bd8fbcafbd8f38b8647c989
e97c1e6f-0633-4eed-84af-4ef5d39ca142,56,2021-04-20 02:48:38,2021-04-20 16:48:38,14.0,5,2021-04-20 02:48:38,3209,8452,43,1104,705d3a182a7a99264908fa3675753bb167ea9709ab8a828f0fd6a46f8c85d995
483cabe0-3976-447a-ba82-b0319c2f3602,69,2024-01-29 14:00:10,2024-01-30 12:00:10,22.0,53,2024-01-29 14:00:10,1826,3151,394,444,5d036bfaa740ddcbfa698d5ab8bede5fac0f6aa256df5bed8fbd4c11aa0c1258
3e63ffb3-fb6a-48c9-a9ed-bdacc9c01c13,68,2016-10-09 02:27:28,2016-10-09 20:27:28,18.0,60,2016-10-09 02:27:28,2585,3967,104,486,0bd22619f7ac627fc01aba0e40e6b6d2186b45d18926459add3dec26610c0b57
c6ceacac-cf35-4e68-95f0-706fc4253a5a,27,2020-12-07 09:42:35,2020-12-07 11:42:35,2.0,98,2020-12-07 09:42:35,600,9613,54,1800,328f9254e6c17c885be8d78721bdb4615a969b70b7ce5918decf3fd5103b3891
7311069b-1c88-431c-bde2-35bcc4744f1b,98,2022-10-17 18:27:51,2022-10-18 17:27:51,23.0,44,2022-10-17 18:27:51,3274,4290,414,1534,c641e14655a5656aa02b6610d3fb62febfa3f2f13b9bcead18213d922b3546ce
39b372c8-2e7d-4b3c-b958-52678acd9ddd,26,2018-07-16 06:45:50,2018-07-17 01:45:50,19.0,16,2018-07-16 06:45:50,955,9978,361,1867,15ffcaf2c48bff5a3e7cfbc5eb5e53c9fe6df232af6808699c1e6f3da44b0eda
a000bad6-c0dc-47b8-b949-5061efe5e7e6,71,2020-04-28 00:23:31,2020-04-28 11:23:31,11.0,13,2020-04-28 00:23:31,2167,4596,73,216,fdb7c50dc4676ff4af24d3f70d082e859a811e32b2bc10d146dededc6f96d1b9
c1b55e5d-37a6-4b06-9b35-608165d5c2e7,90,2017-03-13 00:41:14,2017-03-13 18:41:14,18.0,45,2017-03-13 00:41:14,990,9006,87,1664,93234179706908f0026285014b0c0715cad111be5c44b82e1a688cf8cd04c8ab
6b79ae97-097d-4956-b4ba-57267a0b30c4,22,2019-11-11 20:00:27,2019-11-12 15:00:27,19.0,69,2019-11-11 20:00:27,2823,4375,440,340,0041edcb4a309057b18bb5398e977ab8d97bb989987b4729657180f7e7afb07b
4aeccfdd-2a1a-485d-82c8-a3b5d650cda9,31,2017-03-14 12:03:48,2017-03-15 00:03:48,12.0,67,2017-03-14 12:03:48,327,7829,341,1031,e7b7fe1d925373a7bf059489de85081f4a8c39595ee596da0eb4a5527efbc31c
1d617a7d-8360-4f76-99a0-f8c474a1c44e,63,2019-03-28 04:37:33,2019-03-29 02:37:33,22.0,93,2019-03-28 04:37:33,331,9883,194,1758,781b7f609705f397218e4ea96362daa69b900541bb8b1b17628c153ceb4e3de4
4f5ee460-7c9d-4104-98ca-2a63828f92cd,24,2023-12-02 14:08:23,2023-12-02 15:08:23,1.0,12,2023-12-02 14:08:23,1661,1139,281,888,dcd8a2eebddffc7d10a8fc116a4d0878f5edcd968cf10a06c4bfd40aed4e1a37
a945f611-ab38-4735-82b1-b58ef082c129,27,2021-03-25 23:08:54,2021-03-26 03:08:54,4.0,7,2021-03-25 23:08:54,1371,4029,422,1987,5dae99f2a5e9e6d73021c860cddca0b2095fadeaa815c1f4f22ce9a893eef4c6
42b05fbe-4f45-45ea-b670-269f662851b8,20,2015-06-29 14:44:45,2015-06-30 01:44:45,11.0,71,2015-06-29 14:44:45,4006,6429,378,1762,20a8e676cfaf20c54c48cec087783920eebf9f9326308901673c1876e297e4bf
89e55832-1886-405f-a50f-d3bc6e6fed5f,59,2024-02-24 08:27:58,2024-02-24 17:27:58,9.0,62,2024-02-24 08:27:58,2631,6624,31,375,9071b5b1e147ec28a907f2d2d110e80c20a3b0abdaad8ed3131c5c3a5afe359e
37792f6f-db75-4a00-bc9d-cb72fb305b46,82,2015-07-20 14:05:06,2015-07-20 21:05:06,7.0,76,2015-07-20 14:05:06,3153,5514,330,1527,3e4e8027aa08a35126e0ed0345aa5d505fc8758cc7bf57e2398397e4ca5237a3
2c4551c9-f492-4bc8-8b02-171e31636fac,29,2015-02-03 06:27:56,2015-02-04 05:27:56,23.0,93,2015-02-03 06:27:56,3809,2278,436,1114,170bd73986b02153e577f33f4696efef2bff98a3072f71d8f82f50ce5eccff18
81f451b8-6440-43b7-a2d9-4aa6b7cb4fdb,12,2015-04-15 15:57:22,2015-04-16 10:57:22,19.0,17,2015-04-15 15:57:22,2966,1982,317,170,961c9ec485eb1645bbe112afd22c5523f64c38482b97b5a279f479b62fbc1178
76e2f5a9-424e-4c2c-a5fa-0a62fad98a0c,88,2017-01-30 04:29:14,2017-01-30 18:29:14,14.0,78,2017-01-30 04:29:14,4706,5294,231,1859,0e9d2c7c17bf2ceeb9301c507841c0b4f9c54920a960d9994d4fcfaf92a842ee
0bd018ef-d577-444a-82a7-007b39909833,79,2018-03-19 14:21:08,2018-03-19 21:21:08,7.0,45,2018-03-19 14:21:08,2004,4764,493,825,f745496c2128c3bcd12e8238f0c864b7ec9e66a069644e0106c628f9382e0b2d
38225a20-2de7-417e-8ea6-6a84ea061511,52,2020-05-26 20:11:23,2020-05-27 18:11:23,22.0,46,2020-05-26 20:11:23,992,2211,88,241,048d5c741bd81ebe6e0a197b8acc77b9e897832d02ecebf9278183ca778812c2
38ca50bd-02c0-4d9e-a585-7b44fb1f8def,16,2018-10-01 08:04:33,2018-10-02 01:04:33,17.0,84,2018-10-01 08:04:33,1121,9515,196,705,97dcddf2de74a08775f4728f21b0ab33eeb09159f18889d8686991c76964b534
04745985-f4bc-4d16-94da-c574fc7c8661,21,2018-06-03 16:09:07,2018-06-04 03:09:07,11.0,20,2018-06-03 16:09:07,4127,7679,326,193,83d13da548f968d9c595e49bede1e89fb956d31cfb33e5a440b9b6d579e07075
522bc844-53a2-43e5-99f3-648732a9ca15,56,2024-03-13 07:55:26,2024-03-13 19:55:26,12.0,27,2024-03-13 07:55:26,980,6882,428,1347,5fc50db2698da32d2a0a08e1409875f63e45217e67c61ef599342b1283b49093
a291926b-1ece-4e63-9a4c-469e2b33ffff,79,2024-03-09 10:58:17,2024-03-10 10:58:17,24.0,45,2024-03-09 10:58:17,1828,9884,27,1130,764054193aa2ebdb2e734e1659b3c6db88a6ba87a4889a362dbc5c67920ba564
2d8804ce-6ea5-420f-b35c-0d5416764688,25,2017-04-22 10:34:54,2017-04-22 19:34:54,9.0,1,2017-04-22 10:34:54,3820,5239,389,1321,2e4211a00ccc8d644c49e9a24c4aaf9796d3e09c19635c49a5278a5fd33af84d
b2497e5c-a002-417d-8122-fb8f9ef32cc4,67,2023-06-17 11:37:52,2023-06-17 19:37:52,8.0,65,2023-06-17 11:37:52,4748,6838,44,1171,fdec2a529d81d25a764d91983df934d87adaf216c2b151c667eb306e4100f26b
e3639214-bf76-4828-a068-d34a19f96e99,81,2019-01-05 03:44:05,2019-01-06 00:44:05,21.0,77,2019-01-05 03:44:05,2162,4949,383,1652,8e320d0f75b3cb6128c7a21195f830cd7f958e56932090bb677360676d05c981
e73d2dd5-216a-4b63-888f-8f0d263ff024,92,2016-03-23 18:22:50,2016-03-24 02:22:50,8.0,36,2016-03-23 18:22:50,441,7714,290,628,8ce3ede597d8d8749b2dc15968515eedea273b62048d522a1bde60168a7c7132
317c519b-f8c1-4d24-807a-dfce6c9a0b87,90,2024-06-17 21:39:54,2024-06-18 12:39:54,15.0,99,2024-06-17 21:39:54,3733,3753,133,259,52071e3e495145dc268b11ab63cf42101ad1e1e38e5418d87a436efa8bf48fce
aaaa1a05-7aff-429f-9b39-6d54e2ccbddb,97,2019-03-20 08:04:39,2019-03-20 12:04:39,4.0,60,2019-03-20 08:04:39,294,2153,277,1628,aea361769467609c61a5f6c9db4c5d5716ba96048b36672a1f20235ecb8836d0
0e8f91d9-8cfd-4d5a-91f1-e2b56c74d646,95,2023-04-05 11:25:36,2023-04-06 04:25:36,17.0,44,2023-04-05 11:25:36,3044,8070,255,1984,3a789795ae847b1933be2c9cd0695093d4613613915fd31e0e5b068f7d4a1219
6727c0f6-5190-4109-a65a-d0cbe78b5dca,3,2018-11-28 08:21:19,2018-11-28 15:21:19,7.0,51,2018-11-28 08:21:19,4528,4802,453,1970,2d74c462444f42810b799c5d6ee9521bc218274e9a3387c08dd50543f577952f
0c898c79-666e-4a7d-a9ef-8c29ed8e1f53,83,2017-07-25 06:56:14,2017-07-26 01:56:14,19.0,24,2017-07-25 06:56:14,3454,2144,183,1745,ef0126778e97dc13e1ae72e0e83598fcd8e168f712cc68ef74335186244efe35
e5120427-435f-480a-b1fc-a9cdb70f4fe2,65,2017-01-05 07:32:59,2017-01-05 13:32:59,6.0,95,2017-01-05 07:32:59,1161,3382,198,700,27e9758b1d8287c9c1307777bddfde28744198114ea2065cf18de2107b00cc3f
4de3991c-1ee6-45ab-983b-4691958ef72b,18,2017-01-16 18:25:58,2017-01-17 03:25:58,9.0,30,2017-01-16 18:25:58,1577,6771,21,1659,7ad67ad65313025f64ea2c13daaea6bb569db3a3a2e2c9f2949cb7dabc8fe91b
01dffd2b-385e-4002-a5db-cabd4762692d,57,2021-02-07 09:01:40,2021-02-07 20:01:40,11.0,63,2021-02-07 09:01:40,4079,5256,253,1851,57b736ff4ee867b1b9666460639e436eab07152bd2b0f309f3e792b7a724cdc5
f9a0a3fb-c098-4e84-9c4a-17157f0568e6,96,2023-04-27 08:43:17,2023-04-27 15:43:17,7.0,96,2023-04-27 08:43:17,3495,7750,86,760,353ec05e03d641a7c701381cc65f2ea84d492b733df1aa51cf61b21376f3d8d3
52f59097-79d7-48a9-a2a1-b7f2021df2ce,6,2022-04-28 11:38:57,2022-04-29 06:38:57,19.0,68,2022-04-28 11:38:57,3556,5986,142,1601,0b996834932a81e33f004ccfeb02d5d03364c55aefbc94dda598c6abd10e6e98
14357db2-7f01-414f-b8a8-e879d79ffd21,61,2024-05-03 09:34:47,2024-05-03 23:34:47,14.0,83,2024-05-03 09:34:47,3949,2627,455,646,e50831500411ff95512148a3e7c3182184e04b7651218e52e03004824ed727f5
172e92f1-7e3d-4e88-8508-2c909f1376ff,60,2020-10-01 02:21:07,2020-10-01 20:21:07,18.0,52,2020-10-01 02:21:07,1637,9692,88,1576,705918bbe1a5a35126514ed16a99270ce569ba4d87d7140063051254c16bd185
8dc8e61b-3f22-4fba-8be2-4509538c1bff,72,2017-03-20 08:56:39,2017-03-20 12:56:39,4.0,20,2017-03-20 08:56:39,3309,9786,418,1286,896a29ad292b783e93f66431574d2f48080471818db10e598a244ed8e4900086
595ea21d-bccf-4590-b56a-6b48eea41aff,57,2015-12-20 22:53:29,2015-12-21 16:53:29,18.0,52,2015-12-20 22:53:29,1920,4527,207,1366,2ceab3eeff7a36627f9287a40833dad0c4c1e48e586a7c66f1128a1526ac23c5
7b1f1560-df77-443c-ac0b-2b26a11a08d3,55,2023-12-08 08:32:52,2023-12-09 01:32:52,17.0,91,2023-12-08 08:32:52,1968,2692,416,549,f791e292d1daa2f12ec548ebf0d2f1e9fc85b4752f9b5045b42d49265b401513
401cc364-44aa-4e1c-9486-fe2f6d5e32d7,97,2024-05-16 15:52:09,2024-05-17 01:52:09,10.0,96,2024-05-16 15:52:09,4563,5961,282,1971,5befab33d2803687cb825a0b693f0c6184bf5f49422ccb8b1169e4031582362f
7844d32a-50d4-4295-881c-1d08310b9b71,36,2018-09-10 06:48:01,2018-09-11 04:48:01,22.0,23,2018-09-10 06:48:01,2974,5238,17,1075,2fe4e51f72391249839c591d2b241ba2844366e1b452147ed82631d78db93a56
441c75b4-f463-4b23-8823-e26fd7beea34,84,2019-01-14 02:31:15,2019-01-14 23:31:15,21.0,93,2019-01-14 02:31:15,3287,1599,162,344,9069bb8690dd0bcc6a5a33b209f24d4e61a8a2369bd4878c09cc8ba21c9ebcea
e593b9ed-81df-438f-a2fa-08d106a5d643,58,2018-10-03 16:02:30,2018-10-03 18:02:30,2.0,76,2018-10-03 16:02:30,2449,5094,196,1520,0e924f750da3bd14c8236a76b5359e2e96e7f53e12da2ffa6cd8a3be5d886a31
4a7ef1ff-f47e-45ae-acef-f62b51167bd8,66,2017-07-25 04:06:04,2017-07-25 16:06:04,12.0,70,2017-07-25 04:06:04,2867,6137,120,1398,dae92960c313af1b72339efed4fb700bb82df470e7a64d578cde49544d8998ed
6e3bafaa-a457-4552-b99d-70625ac7fc7e,5,2015-07-30 11:31:22,2015-07-31 02:31:22,15.0,54,2015-07-30 11:31:22,441,5574,435,1628,8f8928b3ec9ead9c4c3d51076ddffe128e2ab69839fee5d6b5407795c1b698da
25a34d22-e283-44a7-ae86-2e4521301ba3,71,2016-07-28 14:01:01,2016-07-28 18:01:01,4.0,75,2016-07-28 14:01:01,1913,6781,375,1896,ff765d1cc559ac9b74c204f7da77bda1c4ab3c8433eff3b76e04ee99972b88ab
29330c6c-c361-4ac2-9cf9-bd038352b847,78,2018-11-19 18:14:05,2018-11-19 22:14:05,4.0,91,2018-11-19 18:14:05,2596,2662,496,939,2a14b4cf8c3d7a0777b37608372775dc66b1e3134362c0d0ec4fa3574b6f6671
a6e0ed4b-be7a-4726-ab0e-0ff7c914814f,34,2021-08-30 12:47:29,2021-08-31 04:47:29,16.0,68,2021-08-30 12:47:29,1731,9087,100,605,539f068eea23ae0e5b5353d4a7eac15e20a2487745552b16e5a1bd6847579d26
ba416663-0143-4e4d-9e39-d55064b8213b,64,2015-05-24 02:30:57,2015-05-24 19:30:57,17.0,70,2015-05-24 02:30:57,4570,3887,270,243,bb453450d643b61a6dbcfc60f5ded0baf4ea0b8fd063c13095b2d6a80621db12
7dfb0200-1850-4c70-8779-0d562ab95155,71,2022-10-27 16:35:53,2022-10-27 20:35:53,4.0,63,2022-10-27 16:35:53,3819,6546,355,1839,d99fc3b062978d01e07fb20b7fac104acdccd97cb2d94ddc07c985c717af6959
7aed276b-7fe3-4c9d-a380-fa34000b522c,92,2017-11-08 11:46:58,2017-11-08 23:46:58,12.0,80,2017-11-08 11:46:58,491,8466,351,941,e5b0c885ecc981e70cd5e42b77ef42204488b016224d84d7c7ea5a7cf2fae7d1
b3a8d13d-8598-4122-bc6c-8c3f00c4257e,55,2023-03-11 01:54:59,2023-03-12 01:54:59,24.0,15,2023-03-11 01:54:59,4787,7705,438,1454,79bb29384f6b91d29db6cea954ac5e4ff269a079e9e73da1213c911be2224865
b3c49b4c-f933-4d43-a5e7-39e5881c1b78,49,2022-07-30 11:50:53,2022-07-30 16:50:53,5.0,88,2022-07-30 11:50:53,157,3092,275,793,b0b107d285f21490aedf95f300b9e53c7f98df013ab0d8743ddb6683c79dc5fd
a88aefb3-b9d6-403c-82f1-0beeb0bb1c54,40,2016-10-28 02:37:21,2016-10-28 23:37:21,21.0,47,2016-10-28 02:37:21,4139,9533,444,1146,cf523ed0fdb0809f227bfe61750e6ede3320988626805870aa21dff3f4e8e3cc
c0d1036b-7f41-4781-9868-ff70ef74c501,18,2015-06-12 05:50:23,2015-06-12 11:50:23,6.0,79,2015-06-12 05:50:23,2293,2839,53,980,d76e0e850c24e99f24352ba3600e7c25781f73a06fa451f60422308b0080418e
743be1f1-764a-4bf4-8e6b-e25571019897,46,2018-07-07 05:51:04,2018-07-07 18:51:04,13.0,4,2018-07-07 05:51:04,4948,5012,264,374,3f44709d75f54a757e5001c013c77caac3f1a472ac535892e51329aa63d6e9ff
52d4c6ee-dab3-4d21-b5b5-f9e251906886,87,2017-03-03 17:07:27,2017-03-04 04:07:27,11.0,9,2017-03-03 17:07:27,2771,5478,56,252,e4bfa35e0dd25afcb11696e68f269070e2ebf7bc005ee07fb658879b99aa1bde
31311cc3-bf73-4d66-9ed1-461773c8b029,79,2016-03-06 02:16:15,2016-03-06 03:16:15,1.0,71,2016-03-06 02:16:15,989,4044,243,1185,ff2c592a5e17ed24f7dde8b1ed39254762c668b050d51f960d3640b1847c0027
eccb311d-005c-415b-9dac-c7d47f135d93,43,2020-10-16 20:46:27,2020-10-17 01:46:27,5.0,47,2020-10-16 20:46:27,362,7870,399,1495,52cba3f1ea44c14ae761eae1fce7dc0479a43236e3011adec7a26a1be8c71f97
d83c667c-c6ba-4b24-af68-60e36eb2a1d6,21,2015-08-19 11:44:44,2015-08-20 00:44:44,13.0,47,2015-08-19 11:44:44,4030,8436,203,1944,5e498032f3b5d83bd6eb58f0dd007317bacbdb27a7c4724577abcd8d36fd166d
eade2971-a943-4641-a35d-a1056fc3e7f2,56,2018-11-21 18:52:56,2018-11-22 15:52:56,21.0,88,2018-11-21 18:52:56,250,1992,198,863,7edf89fccfc11cf6d4b3e0d981f07bdd025c3c473521f41d10966289c9dbdaa2
64784783-d23c-4985-8232-3746c7f418f8,22,2015-08-20 20:33:03,2015-08-21 03:33:03,7.0,15,2015-08-20 20:33:03,4863,7712,273,1474,559c0ae30396e04f0b6ab61ca74af93106f1b09bf4e777d4c6465298cf290f18
